order_id,order_time,item_count,weather,zone_id,zone_name,rider_id,rider_name,distance_km,picking_minutes,delivery_minutes,is_peak,sla_met
4767,"2025-01-10 10:16:00",2,Normal,3,"Saibaba Colony",110,Naveen,2,4,5,0,1
4768,"2025-01-10 09:58:00",2,Normal,8,"Avinashi Road",106,Manikandan,1.22,4,8,0,1
4769,"2025-01-10 23:26:00",6,Normal,6,Singanallur,104,Vignesh,4.72,5,9,0,1
4770,"2025-01-10 13:17:00",8,Normal,7,Saravanampatti,104,Vignesh,3.75,4,13,0,1
4771,"2025-01-10 14:29:00",1,Normal,3,"Saibaba Colony",109,Muthukumar,2.18,4,7,0,1
4772,"2025-01-10 08:16:00",8,Normal,7,Saravanampatti,109,Muthukumar,2.92,5,9,0,1
4773,"2025-01-10 18:57:00",3,Normal,8,"Avinashi Road",104,Vignesh,4.9,3,12,1,1
4774,"2025-01-10 13:16:00",1,Normal,1,Gandhipuram,104,Vignesh,4.44,2,11,0,1
4775,"2025-01-10 22:05:00",4,Normal,5,Ukkadam,101,"Arun Kumar",2.69,6,7,1,1
4776,"2025-01-10 08:02:00",3,Normal,4,Peelamedu,103,Karthikeyan,1.76,4,6,0,1
4777,"2025-01-10 18:45:00",4,Normal,5,Ukkadam,105,Prakash,3.78,3,10,1,1
4778,"2025-01-10 17:47:00",8,Normal,6,Singanallur,108,Senthil,4.76,4,16,0,0
4779,"2025-01-10 22:21:00",8,Normal,3,"Saibaba Colony",110,Naveen,1.64,5,6,1,1
4780,"2025-01-10 10:17:00",3,Normal,4,Peelamedu,108,Senthil,3.65,2,6,0,1
4781,"2025-01-10 07:05:00",1,Normal,1,Gandhipuram,108,Senthil,1.95,2,5,0,1
4782,"2025-01-10 05:31:00",8,Rain,1,Gandhipuram,107,Ramesh,1.31,4,9,0,1
4783,"2025-01-10 13:05:00",8,Normal,8,"Avinashi Road",106,Manikandan,2.3,4,14,0,1
4784,"2025-01-10 08:00:00",7,Normal,2,"RS Puram",110,Naveen,5.79,4,6,0,1
4785,"2025-01-10 06:43:00",7,Normal,2,"RS Puram",108,Senthil,4.4,4,6,0,1
4786,"2025-01-10 19:46:00",2,Normal,5,Ukkadam,106,Manikandan,3.77,3,12,1,1
4787,"2025-01-10 19:23:00",6,Normal,8,"Avinashi Road",102,Suresh,3.76,4,14,1,1
4788,"2025-01-10 13:36:00",1,Normal,6,Singanallur,101,"Arun Kumar",3.88,5,15,0,1
4789,"2025-01-10 12:23:00",4,Normal,3,"Saibaba Colony",106,Manikandan,4,4,10,0,1
4790,"2025-01-10 18:02:00",1,Normal,1,Gandhipuram,110,Naveen,1.63,5,11,1,1
4791,"2025-01-10 20:13:00",5,Normal,1,Gandhipuram,109,Muthukumar,2.89,5,11,1,1
4792,"2025-01-10 21:26:00",5,Normal,3,"Saibaba Colony",110,Naveen,2.87,5,5,1,1
4793,"2025-01-10 17:45:00",7,Normal,4,Peelamedu,104,Vignesh,1.87,4,13,0,1
4794,"2025-01-10 12:39:00",5,Normal,3,"Saibaba Colony",110,Naveen,3.13,4,12,0,1
4795,"2025-01-10 08:24:00",2,Normal,2,"RS Puram",106,Manikandan,4.74,3,5,0,1
4796,"2025-01-10 13:32:00",2,Normal,6,Singanallur,106,Manikandan,2.58,3,15,0,1
4797,"2025-01-10 16:46:00",2,Normal,4,Peelamedu,105,Prakash,2.84,4,7,0,1
4798,"2025-01-10 12:23:00",3,Normal,7,Saravanampatti,109,Muthukumar,5.69,4,15,0,1
4799,"2025-01-10 10:15:00",8,Normal,6,Singanallur,101,"Arun Kumar",2.42,5,8,0,1
4800,"2025-01-10 11:06:00",4,Normal,8,"Avinashi Road",106,Manikandan,3.84,4,14,0,1
4801,"2025-01-10 13:19:00",1,Normal,5,Ukkadam,108,Senthil,4.57,3,12,0,1
4802,"2025-01-10 19:28:00",3,Normal,8,"Avinashi Road",101,"Arun Kumar",5.78,3,15,1,1
4803,"2025-01-10 13:08:00",1,Normal,8,"Avinashi Road",103,Karthikeyan,5.32,3,13,0,1
4804,"2025-01-10 20:36:00",1,Rain,6,Singanallur,105,Prakash,5.74,4,17,1,0
4805,"2025-01-10 12:16:00",4,Normal,2,"RS Puram",109,Muthukumar,3.8,5,10,0,1
4806,"2025-01-10 13:41:00",7,Normal,4,Peelamedu,110,Naveen,2.15,4,14,0,1
4807,"2025-01-10 08:30:00",6,Normal,1,Gandhipuram,105,Prakash,1.85,4,5,0,1
4808,"2025-01-10 07:56:00",8,Normal,8,"Avinashi Road",103,Karthikeyan,5.05,5,10,0,1
4809,"2025-01-10 12:46:00",2,Normal,6,Singanallur,110,Naveen,2.87,5,16,0,0
4810,"2025-01-10 15:48:00",7,Normal,6,Singanallur,101,"Arun Kumar",3.07,5,8,0,1
4811,"2025-01-10 09:12:00",5,Normal,1,Gandhipuram,108,Senthil,3.22,6,7,0,1
4812,"2025-01-10 13:18:00",2,Normal,7,Saravanampatti,107,Ramesh,5.04,4,14,0,1
4813,"2025-01-10 12:02:00",3,Normal,5,Ukkadam,104,Vignesh,2.12,5,13,0,1
4814,"2025-01-10 12:09:00",4,Normal,1,Gandhipuram,101,"Arun Kumar",5.9,4,11,0,1
4815,"2025-01-10 13:36:00",8,Normal,7,Saravanampatti,104,Vignesh,4.95,6,13,0,1
4816,"2025-01-10 22:48:00",6,Normal,3,"Saibaba Colony",107,Ramesh,4.49,4,7,1,1
4817,"2025-01-10 20:42:00",2,Normal,4,Peelamedu,107,Ramesh,1.88,2,14,1,1
4818,"2025-01-10 16:04:00",2,Normal,5,Ukkadam,102,Suresh,5.12,4,5,0,1
4819,"2025-01-10 17:37:00",4,Normal,1,Gandhipuram,105,Prakash,3.4,5,12,0,1
4820,"2025-01-10 19:07:00",1,Normal,7,Saravanampatti,103,Karthikeyan,3.46,4,14,1,1
4821,"2025-01-10 13:26:00",7,Normal,5,Ukkadam,106,Manikandan,1.65,6,12,0,1
4822,"2025-01-10 06:29:00",7,Normal,3,"Saibaba Colony",105,Prakash,4.69,3,7,0,1
4823,"2025-01-10 12:16:00",1,Normal,7,Saravanampatti,107,Ramesh,1.32,3,14,0,1
4824,"2025-01-10 20:54:00",3,Normal,7,Saravanampatti,109,Muthukumar,2.27,3,13,1,1
4825,"2025-01-10 17:42:00",1,Normal,4,Peelamedu,103,Karthikeyan,3.35,4,13,0,1
4826,"2025-01-10 18:21:00",6,Normal,1,Gandhipuram,102,Suresh,4.96,5,12,1,1
4827,"2025-01-10 17:39:00",8,Normal,5,Ukkadam,104,Vignesh,5.42,7,11,0,1
4828,"2025-01-10 09:08:00",7,Normal,3,"Saibaba Colony",104,Vignesh,5.58,6,6,0,1
4829,"2025-01-10 11:32:00",6,Normal,2,"RS Puram",109,Muthukumar,4.79,5,9,0,1
4830,"2025-01-10 12:54:00",2,Normal,8,"Avinashi Road",106,Manikandan,3.03,2,13,0,1
4831,"2025-01-10 12:06:00",2,Normal,3,"Saibaba Colony",108,Senthil,4.98,3,10,0,1
4832,"2025-01-10 17:56:00",5,Normal,6,Singanallur,107,Ramesh,4.5,5,16,0,0
4833,"2025-01-10 15:10:00",5,Normal,4,Peelamedu,103,Karthikeyan,4.3,5,5,0,1
4834,"2025-01-10 11:23:00",2,Normal,7,Saravanampatti,110,Naveen,5.88,5,14,0,1
4835,"2025-01-10 17:10:00",4,Normal,7,Saravanampatti,110,Naveen,3.59,5,13,0,1
4836,"2025-01-10 11:09:00",4,Normal,2,"RS Puram",104,Vignesh,4.8,6,13,0,1
4837,"2025-01-10 17:50:00",4,Normal,4,Peelamedu,101,"Arun Kumar",5.49,6,14,0,1
4838,"2025-01-10 17:48:00",5,Normal,2,"RS Puram",105,Prakash,2.21,4,12,0,1
4839,"2025-01-10 16:29:00",7,Normal,5,Ukkadam,103,Karthikeyan,3.16,4,7,0,1
4840,"2025-01-10 19:52:00",5,Normal,8,"Avinashi Road",110,Naveen,3.71,6,15,1,1
4841,"2025-01-10 09:36:00",5,Normal,5,Ukkadam,106,Manikandan,1.25,4,5,0,1
4842,"2025-01-10 13:56:00",6,Normal,1,Gandhipuram,108,Senthil,2.87,5,12,0,1
4843,"2025-01-10 13:26:00",1,Normal,4,Peelamedu,106,Manikandan,3.55,3,11,0,1
4844,"2025-01-10 19:53:00",7,Normal,5,Ukkadam,107,Ramesh,4.89,4,10,1,1
4845,"2025-01-10 22:42:00",7,Normal,7,Saravanampatti,105,Prakash,5.49,3,9,1,1
4846,"2025-01-10 07:03:00",7,Normal,4,Peelamedu,102,Suresh,2.45,5,5,0,1
4847,"2025-01-10 11:49:00",6,Normal,8,"Avinashi Road",108,Senthil,3.3,3,14,0,1
4848,"2025-01-10 03:34:00",6,Normal,5,Ukkadam,105,Prakash,2.49,4,6,0,1
4849,"2025-01-10 12:48:00",6,Normal,3,"Saibaba Colony",103,Karthikeyan,2.17,3,9,0,1
4850,"2025-01-10 18:01:00",2,Rain,3,"Saibaba Colony",104,Vignesh,4.44,2,17,1,0
4851,"2025-01-10 07:51:00",7,Normal,2,"RS Puram",108,Senthil,4.45,5,7,0,1
4852,"2025-01-10 10:46:00",5,Normal,4,Peelamedu,110,Naveen,1.55,4,6,0,1
4853,"2025-01-10 10:44:00",4,Normal,8,"Avinashi Road",102,Suresh,5.36,6,9,0,1
4854,"2025-01-10 11:38:00",7,Normal,3,"Saibaba Colony",104,Vignesh,5.15,6,13,0,1
4855,"2025-01-10 18:24:00",7,Normal,6,Singanallur,105,Prakash,1.86,6,15,1,1
4856,"2025-01-10 21:02:00",2,Rain,4,Peelamedu,105,Prakash,2.39,2,10,1,1
4857,"2025-01-10 11:18:00",3,Normal,1,Gandhipuram,102,Suresh,1.97,4,12,0,1
4858,"2025-01-10 13:32:00",2,Normal,3,"Saibaba Colony",108,Senthil,3.01,3,11,0,1
4859,"2025-01-10 19:45:00",3,Normal,3,"Saibaba Colony",110,Naveen,1.31,2,11,1,1
4860,"2025-01-10 12:38:00",4,Rain,1,Gandhipuram,107,Ramesh,2.4,6,15,0,1
4861,"2025-01-10 10:49:00",2,Normal,6,Singanallur,110,Naveen,3.74,2,9,0,1
4862,"2025-01-10 10:15:00",2,Normal,2,"RS Puram",104,Vignesh,5.62,2,7,0,1
4863,"2025-01-10 11:51:00",3,Normal,5,Ukkadam,102,Suresh,3.62,3,10,0,1
4864,"2025-01-10 12:36:00",1,Normal,4,Peelamedu,104,Vignesh,4.79,5,9,0,1
4865,"2025-01-10 23:44:00",7,Normal,1,Gandhipuram,103,Karthikeyan,1.7,5,5,0,1
4866,"2025-01-10 15:11:00",2,Normal,1,Gandhipuram,110,Naveen,1.97,4,5,0,1
4867,"2025-01-10 18:12:00",5,Normal,6,Singanallur,105,Prakash,3.87,5,17,1,0
4868,"2025-01-10 06:16:00",8,Normal,3,"Saibaba Colony",103,Karthikeyan,1.88,4,7,0,1
4869,"2025-01-10 19:31:00",4,Normal,5,Ukkadam,107,Ramesh,3.42,5,13,1,1
4870,"2025-01-10 13:58:00",3,Normal,8,"Avinashi Road",104,Vignesh,2.31,5,15,0,1
4871,"2025-01-10 22:34:00",1,Normal,4,Peelamedu,108,Senthil,2.97,2,5,1,1
4872,"2025-01-10 10:45:00",3,Normal,4,Peelamedu,105,Prakash,3.39,2,6,0,1
4873,"2025-01-10 07:22:00",8,Normal,5,Ukkadam,101,"Arun Kumar",4.67,5,5,0,1
4874,"2025-01-10 13:48:00",8,Normal,4,Peelamedu,104,Vignesh,3.3,7,11,0,1
4875,"2025-01-10 18:18:00",6,Normal,4,Peelamedu,106,Manikandan,5.89,4,10,1,1
4876,"2025-01-10 22:08:00",2,Normal,4,Peelamedu,106,Manikandan,4.49,5,7,1,1
4877,"2025-01-10 18:58:00",4,Rain,2,"RS Puram",108,Senthil,3.95,6,17,1,0
4878,"2025-01-10 07:57:00",2,Normal,6,Singanallur,105,Prakash,3.59,5,10,0,1
4879,"2025-01-10 13:43:00",5,Normal,2,"RS Puram",102,Suresh,2.39,5,10,0,1
4880,"2025-01-10 16:07:00",8,Normal,4,Peelamedu,103,Karthikeyan,4.57,5,6,0,1
4881,"2025-01-10 13:46:00",6,Normal,2,"RS Puram",101,"Arun Kumar",3.38,4,10,0,1
4882,"2025-01-10 13:40:00",6,Normal,3,"Saibaba Colony",110,Naveen,5.27,5,10,0,1
4883,"2025-01-10 09:18:00",7,Normal,3,"Saibaba Colony",109,Muthukumar,5.47,6,6,0,1
4884,"2025-01-10 19:39:00",4,Normal,5,Ukkadam,105,Prakash,4.06,4,11,1,1
4885,"2025-01-10 21:45:00",5,Normal,3,"Saibaba Colony",109,Muthukumar,5.67,3,7,1,1
4886,"2025-01-10 13:21:00",5,Normal,5,Ukkadam,104,Vignesh,5.57,6,11,0,1
4887,"2025-01-10 10:40:00",4,Normal,1,Gandhipuram,109,Muthukumar,5.83,6,6,0,1
4888,"2025-01-10 08:51:00",2,Normal,8,"Avinashi Road",108,Senthil,1.42,4,10,0,1
4889,"2025-01-10 17:41:00",8,Normal,4,Peelamedu,109,Muthukumar,1.23,7,10,0,1
4890,"2025-01-10 08:17:00",7,Rain,6,Singanallur,110,Naveen,2.69,4,14,0,1
4891,"2025-01-10 23:08:00",6,Normal,6,Singanallur,104,Vignesh,3.28,3,11,0,1
4892,"2025-01-10 09:59:00",4,Normal,5,Ukkadam,107,Ramesh,5.05,4,5,0,1
4893,"2025-01-10 13:59:00",8,Normal,1,Gandhipuram,105,Prakash,5.72,5,14,0,1
4894,"2025-01-10 17:48:00",1,Normal,4,Peelamedu,109,Muthukumar,5.79,5,12,0,1
4895,"2025-01-10 12:26:00",2,Normal,3,"Saibaba Colony",110,Naveen,4.21,3,14,0,1
4896,"2025-01-10 17:07:00",6,Rain,6,Singanallur,108,Senthil,3.3,6,19,0,0
4897,"2025-01-10 14:10:00",8,Normal,7,Saravanampatti,104,Vignesh,4.49,5,10,0,1
4898,"2025-01-10 11:05:00",8,Normal,2,"RS Puram",110,Naveen,2.74,4,13,0,1
4899,"2025-01-10 19:19:00",2,Normal,7,Saravanampatti,106,Manikandan,2.29,3,16,1,0
4900,"2025-01-10 21:49:00",6,Normal,7,Saravanampatti,106,Manikandan,4.42,5,9,1,1
4901,"2025-01-10 09:28:00",8,Normal,7,Saravanampatti,101,"Arun Kumar",2.98,7,9,0,1
4902,"2025-01-10 13:28:00",8,Normal,3,"Saibaba Colony",108,Senthil,5.13,7,13,0,1
4903,"2025-01-10 01:40:00",1,Normal,5,Ukkadam,105,Prakash,1.38,5,7,0,1
4904,"2025-01-10 21:23:00",3,Normal,3,"Saibaba Colony",106,Manikandan,3.8,5,7,1,1
4905,"2025-01-10 14:41:00",3,Normal,8,"Avinashi Road",106,Manikandan,1.76,5,8,0,1
4906,"2025-01-10 23:43:00",5,Normal,8,"Avinashi Road",106,Manikandan,4.41,6,11,0,1
4907,"2025-01-10 22:27:00",5,Rain,4,Peelamedu,109,Muthukumar,5.94,5,9,1,1
4908,"2025-01-10 14:59:00",6,Normal,8,"Avinashi Road",109,Muthukumar,3.7,4,8,0,1
4909,"2025-01-10 21:42:00",1,Normal,2,"RS Puram",105,Prakash,5.69,3,6,1,1
4910,"2025-01-10 11:37:00",5,Normal,2,"RS Puram",109,Muthukumar,3.71,4,12,0,1
4911,"2025-01-10 13:50:00",5,Normal,4,Peelamedu,109,Muthukumar,4.1,6,11,0,1
4912,"2025-01-10 19:48:00",1,Normal,1,Gandhipuram,101,"Arun Kumar",2.19,4,12,1,1
4913,"2025-01-10 11:37:00",5,Normal,6,Singanallur,107,Ramesh,5.88,5,14,0,1
4914,"2025-01-10 12:42:00",3,Normal,3,"Saibaba Colony",105,Prakash,3.98,3,11,0,1
4915,"2025-01-10 13:18:00",2,Normal,8,"Avinashi Road",110,Naveen,2.6,3,17,0,0
4916,"2025-01-10 08:19:00",1,Normal,7,Saravanampatti,103,Karthikeyan,1.87,2,10,0,1
4917,"2025-01-10 17:34:00",2,Normal,1,Gandhipuram,107,Ramesh,5.8,2,9,0,1
4918,"2025-01-10 10:17:00",2,Normal,5,Ukkadam,103,Karthikeyan,1.32,4,5,0,1
4919,"2025-01-10 22:23:00",5,Normal,4,Peelamedu,105,Prakash,3.18,3,6,1,1
4920,"2025-01-10 17:45:00",1,Normal,1,Gandhipuram,102,Suresh,5.98,4,11,0,1
4921,"2025-01-10 23:36:00",4,Rain,6,Singanallur,110,Naveen,2.34,4,10,0,1
4922,"2025-01-10 19:52:00",8,Normal,8,"Avinashi Road",107,Ramesh,3.36,6,16,1,0
4923,"2025-01-10 17:57:00",7,Normal,6,Singanallur,107,Ramesh,5.05,6,13,0,1
4924,"2025-01-10 18:15:00",4,Normal,7,Saravanampatti,107,Ramesh,2.49,5,13,1,1
4925,"2025-01-10 11:30:00",6,Normal,4,Peelamedu,105,Prakash,3.33,3,12,0,1
4926,"2025-01-10 12:23:00",8,Normal,2,"RS Puram",102,Suresh,5.01,4,11,0,1
4927,"2025-01-10 07:29:00",5,Normal,7,Saravanampatti,104,Vignesh,2.32,4,9,0,1
4928,"2025-01-10 20:04:00",8,Normal,8,"Avinashi Road",108,Senthil,4.36,4,11,1,1
4929,"2025-01-10 11:45:00",4,Normal,6,Singanallur,109,Muthukumar,3.48,3,13,0,1
4930,"2025-01-10 14:42:00",1,Normal,5,Ukkadam,103,Karthikeyan,2.35,5,5,0,1
4931,"2025-01-10 12:11:00",8,Normal,2,"RS Puram",106,Manikandan,5.58,5,11,0,1
4932,"2025-01-10 17:54:00",4,Normal,1,Gandhipuram,105,Prakash,5.69,3,12,0,1
4933,"2025-01-10 22:20:00",7,Normal,4,Peelamedu,108,Senthil,4.28,5,6,1,1
4934,"2025-01-10 08:04:00",4,Normal,4,Peelamedu,106,Manikandan,3.27,6,6,0,1
4935,"2025-01-10 11:06:00",4,Normal,6,Singanallur,103,Karthikeyan,5.59,5,15,0,1
4936,"2025-01-10 10:15:00",2,Normal,3,"Saibaba Colony",103,Karthikeyan,4.03,2,5,0,1
4937,"2025-01-10 23:20:00",5,Rain,4,Peelamedu,105,Prakash,2.6,3,9,0,1
4938,"2025-01-10 09:37:00",5,Normal,4,Peelamedu,103,Karthikeyan,5.77,5,5,0,1
4939,"2025-01-10 02:56:00",8,Normal,1,Gandhipuram,107,Ramesh,3.32,6,5,0,1
4940,"2025-01-10 09:31:00",4,Normal,1,Gandhipuram,102,Suresh,3.58,3,5,0,1
4941,"2025-01-10 14:44:00",6,Normal,7,Saravanampatti,107,Ramesh,3.67,5,9,0,1
4942,"2025-01-10 15:47:00",4,Normal,7,Saravanampatti,106,Manikandan,3.18,3,10,0,1
4943,"2025-01-10 23:09:00",3,Normal,2,"RS Puram",110,Naveen,2.31,2,5,0,1
4944,"2025-01-10 20:13:00",3,Normal,7,Saravanampatti,106,Manikandan,4.07,2,15,1,1
4945,"2025-01-10 19:03:00",8,Normal,8,"Avinashi Road",110,Naveen,4.45,4,17,1,0
4946,"2025-01-10 09:00:00",7,Rain,7,Saravanampatti,107,Ramesh,2.89,3,12,0,1
4947,"2025-01-10 14:32:00",2,Normal,7,Saravanampatti,104,Vignesh,5.68,2,9,0,1
4948,"2025-01-10 18:39:00",8,Rain,1,Gandhipuram,107,Ramesh,5.87,5,14,1,1
4949,"2025-01-10 13:29:00",6,Normal,2,"RS Puram",110,Naveen,1.57,5,9,0,1
4950,"2025-01-10 13:51:00",6,Rain,7,Saravanampatti,108,Senthil,5.88,3,16,0,0
4951,"2025-01-10 09:22:00",7,Normal,8,"Avinashi Road",107,Ramesh,1.29,4,9,0,1
4952,"2025-01-10 22:45:00",5,Normal,5,Ukkadam,105,Prakash,3.82,5,5,1,1
4953,"2025-01-10 22:06:00",3,Normal,5,Ukkadam,108,Senthil,3.7,4,7,1,1
4954,"2025-01-10 12:32:00",7,Rain,1,Gandhipuram,106,Manikandan,5.49,4,14,0,1
4955,"2025-01-10 22:35:00",1,Normal,1,Gandhipuram,109,Muthukumar,4.68,2,7,1,1
4956,"2025-01-10 18:22:00",7,Normal,5,Ukkadam,107,Ramesh,4.64,3,11,1,1
4957,"2025-01-10 11:08:00",6,Normal,4,Peelamedu,107,Ramesh,3.8,4,10,0,1
4958,"2025-01-10 18:39:00",7,Normal,8,"Avinashi Road",106,Manikandan,3.42,6,14,1,1
4959,"2025-01-10 21:12:00",7,Rain,7,Saravanampatti,102,Suresh,2.87,5,9,1,1
4960,"2025-01-10 08:02:00",4,Normal,7,Saravanampatti,107,Ramesh,5.64,3,7,0,1
4961,"2025-01-10 12:22:00",2,Normal,6,Singanallur,101,"Arun Kumar",5.17,3,14,0,1
4962,"2025-01-10 08:31:00",4,Normal,4,Peelamedu,107,Ramesh,2.53,6,7,0,1
4963,"2025-01-10 06:21:00",1,Normal,2,"RS Puram",109,Muthukumar,4.61,2,7,0,1
4964,"2025-01-10 23:41:00",4,Normal,7,Saravanampatti,102,Suresh,1.55,6,8,0,1
4965,"2025-01-10 08:55:00",4,Normal,8,"Avinashi Road",102,Suresh,3.04,3,10,0,1
4966,"2025-01-10 23:09:00",6,Normal,7,Saravanampatti,103,Karthikeyan,3.58,3,9,0,1
4967,"2025-01-10 18:07:00",4,Normal,1,Gandhipuram,102,Suresh,2.22,5,13,1,1
4968,"2025-01-10 15:49:00",1,Normal,1,Gandhipuram,108,Senthil,1.91,3,6,0,1
4969,"2025-01-10 17:40:00",7,Normal,7,Saravanampatti,102,Suresh,2.59,3,15,0,1
4970,"2025-01-10 16:31:00",7,Normal,7,Saravanampatti,110,Naveen,2.08,5,11,0,1
4971,"2025-01-10 22:06:00",2,Normal,3,"Saibaba Colony",104,Vignesh,3.76,4,6,1,1
4972,"2025-01-10 16:40:00",6,Normal,5,Ukkadam,110,Naveen,1.53,3,7,0,1
4973,"2025-01-10 08:15:00",2,Normal,8,"Avinashi Road",102,Suresh,2.72,5,9,0,1
4974,"2025-01-10 11:56:00",4,Normal,5,Ukkadam,107,Ramesh,1.25,3,10,0,1
4975,"2025-01-10 18:41:00",7,Normal,1,Gandhipuram,108,Senthil,2.48,6,11,1,1
4976,"2025-01-10 16:54:00",4,Normal,5,Ukkadam,108,Senthil,3.01,6,5,0,1
4977,"2025-01-10 15:31:00",3,Normal,7,Saravanampatti,107,Ramesh,4.08,2,11,0,1
4978,"2025-01-10 08:10:00",7,Normal,2,"RS Puram",106,Manikandan,5.63,3,5,0,1
4979,"2025-01-10 09:12:00",1,Rain,1,Gandhipuram,109,Muthukumar,3.51,5,9,0,1
4980,"2025-01-10 20:57:00",7,Normal,3,"Saibaba Colony",101,"Arun Kumar",1.78,3,13,1,1
4981,"2025-01-10 19:40:00",7,Normal,5,Ukkadam,110,Naveen,3.85,6,10,1,1
4982,"2025-01-10 15:29:00",1,Normal,6,Singanallur,103,Karthikeyan,5.63,4,9,0,1
4983,"2025-01-10 07:25:00",5,Normal,6,Singanallur,106,Manikandan,1.51,6,9,0,1
4984,"2025-01-10 22:04:00",7,Normal,1,Gandhipuram,108,Senthil,2.93,5,7,1,1
4985,"2025-01-10 06:58:00",4,Normal,3,"Saibaba Colony",106,Manikandan,4.99,6,7,0,1
4986,"2025-01-10 13:57:00",1,Normal,6,Singanallur,109,Muthukumar,3.29,5,15,0,1
4987,"2025-01-10 18:44:00",7,Normal,3,"Saibaba Colony",101,"Arun Kumar",3.73,3,12,1,1
4988,"2025-01-10 18:54:00",8,Normal,6,Singanallur,105,Prakash,3.8,6,15,1,1
4989,"2025-01-10 12:14:00",6,Normal,6,Singanallur,104,Vignesh,2.87,4,14,0,1
4990,"2025-01-10 05:45:00",4,Normal,1,Gandhipuram,106,Manikandan,3.89,6,6,0,1
4991,"2025-01-10 11:59:00",8,Normal,5,Ukkadam,109,Muthukumar,4.65,5,10,0,1
4992,"2025-01-10 08:03:00",7,Normal,6,Singanallur,101,"Arun Kumar",5.27,4,8,0,1
4993,"2025-01-10 23:06:00",5,Rain,8,"Avinashi Road",108,Senthil,3.4,6,9,0,1
4994,"2025-01-10 08:33:00",3,Normal,8,"Avinashi Road",105,Prakash,4.78,5,9,0,1
4995,"2025-01-10 12:42:00",1,Normal,5,Ukkadam,108,Senthil,4.15,4,11,0,1
4996,"2025-01-10 05:12:00",1,Normal,5,Ukkadam,105,Prakash,2.12,3,6,0,1
4997,"2025-01-10 08:54:00",5,Normal,4,Peelamedu,109,Muthukumar,3.25,4,7,0,1
4998,"2025-01-10 12:00:00",8,Normal,5,Ukkadam,110,Naveen,1.29,5,11,0,1
4999,"2025-01-10 19:01:00",6,Normal,2,"RS Puram",106,Manikandan,1.9,3,11,1,1
5000,"2025-01-10 17:20:00",2,Normal,1,Gandhipuram,110,Naveen,1.21,4,13,0,1
5001,"2025-01-10 14:51:00",2,Normal,1,Gandhipuram,106,Manikandan,3.74,4,6,0,1
5002,"2025-01-10 20:38:00",3,Normal,3,"Saibaba Colony",107,Ramesh,1.67,3,10,1,1
5003,"2025-01-10 22:49:00",5,Normal,7,Saravanampatti,108,Senthil,5.23,6,10,1,1
5004,"2025-01-10 18:17:00",3,Normal,5,Ukkadam,101,"Arun Kumar",1.82,3,14,1,1
5005,"2025-01-10 22:19:00",8,Normal,7,Saravanampatti,105,Prakash,3.09,7,9,1,1
5006,"2025-01-10 19:57:00",8,Normal,2,"RS Puram",110,Naveen,3.51,5,12,1,1
5007,"2025-01-10 15:01:00",1,Rain,3,"Saibaba Colony",106,Manikandan,3.16,2,9,0,1
5008,"2025-01-10 19:04:00",4,Normal,3,"Saibaba Colony",106,Manikandan,4.02,5,11,1,1
5009,"2025-01-10 12:25:00",3,Normal,3,"Saibaba Colony",102,Suresh,4.79,2,11,0,1
5010,"2025-01-10 11:07:00",4,Normal,3,"Saibaba Colony",102,Suresh,2.96,3,9,0,1
5011,"2025-01-10 13:42:00",7,Normal,4,Peelamedu,101,"Arun Kumar",5.63,5,12,0,1
5012,"2025-01-10 12:46:00",4,Normal,6,Singanallur,102,Suresh,4.89,6,16,0,0
5013,"2025-01-10 20:45:00",5,Rain,5,Ukkadam,107,Ramesh,2.79,5,17,1,0
5014,"2025-01-10 15:00:00",8,Normal,1,Gandhipuram,102,Suresh,2.18,6,5,0,1
5015,"2025-01-10 10:05:00",2,Normal,1,Gandhipuram,110,Naveen,4.18,2,6,0,1
5016,"2025-01-10 17:22:00",4,Normal,7,Saravanampatti,107,Ramesh,1.6,6,16,0,0
5017,"2025-01-10 21:31:00",8,Normal,8,"Avinashi Road",105,Prakash,5.06,6,9,1,1
5018,"2025-01-10 11:34:00",2,Normal,5,Ukkadam,103,Karthikeyan,2.02,3,9,0,1
5019,"2025-01-10 13:11:00",6,Normal,5,Ukkadam,106,Manikandan,4.62,4,13,0,1
5020,"2025-01-10 13:18:00",8,Normal,3,"Saibaba Colony",105,Prakash,1.52,7,12,0,1
5021,"2025-01-10 08:43:00",7,Normal,6,Singanallur,105,Prakash,2.32,4,8,0,1
5022,"2025-01-10 23:55:00",6,Normal,5,Ukkadam,102,Suresh,5.36,5,5,0,1
5023,"2025-01-10 09:04:00",1,Normal,7,Saravanampatti,102,Suresh,5.14,2,11,0,1
5024,"2025-01-10 11:42:00",7,Normal,1,Gandhipuram,101,"Arun Kumar",5.38,3,11,0,1
5025,"2025-01-10 12:42:00",7,Normal,3,"Saibaba Colony",110,Naveen,3.12,5,12,0,1
5026,"2025-01-10 23:46:00",6,Rain,4,Peelamedu,106,Manikandan,5.52,5,9,0,1
5027,"2025-01-10 11:46:00",4,Normal,2,"RS Puram",101,"Arun Kumar",5.56,4,11,0,1
5028,"2025-01-10 19:56:00",6,Normal,2,"RS Puram",101,"Arun Kumar",4.43,5,13,1,1
5029,"2025-01-10 11:02:00",6,Rain,7,Saravanampatti,106,Manikandan,5.26,6,14,0,1
